IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
1110,Disminuye Cupo,15,Buen Cliente,Independiente,Casado,38,3959,F,Arrienda, $ 19.795.000 
216,Mantiene Cupo,10,Buen Cliente,Independiente,Soltero,47,3949,M,Propia, $ 19.745.000 
1215,Mantiene Cupo,10,Buen Cliente,Independiente,Soltero,47,3949,M,Propia, $ 19.745.000 
17,Disminuye Cupo,11,Buen Cliente,Independiente,Soltero,56,3939,M,Propia, $ 19.695.000 
1016,Disminuye Cupo,11,Buen Cliente,Independiente,Soltero,56,3939,M,Propia, $ 19.695.000 
856,Disminuye Cupo,50,Buen Cliente,Independiente,Casado,45,3931,M,Propia, $ 19.655.000 
1855,Disminuye Cupo,46,Buen Cliente,Independiente,Casado,45,3931,M,Propia, $ 19.655.000 
52,Mantiene Cupo,36,Mal Cliente,Dependiente,Soltero,28,3919,M,Propia, $ 19.595.000 
1051,Mantiene Cupo,36,Mal Cliente,Dependiente,Soltero,28,3919,M,Propia, $ 19.595.000 
899,Mantiene Cupo,27,Buen Cliente,Independiente,Soltero,28,3915,M,Propia, $ 19.575.000 
1898,Mantiene Cupo,27,Buen Cliente,Independiente,Soltero,28,3915,M,Propia, $ 19.575.000 
861,Aumenta Cupo,65,Buen Cliente,Independiente,Casado,38,3914,M,Arrienda, $ 19.570.000 
1860,Aumenta Cupo,45,Buen Cliente,Independiente,Casado,38,3914,M,Arrienda, $ 19.570.000 
11,Disminuye Cupo,11,Buen Cliente,Independiente,Casado,32,3905,M,Propia, $ 19.525.000 
1010,Disminuye Cupo,11,Buen Cliente,Independiente,Casado,32,3905,M,Propia, $ 19.525.000 
513,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,52,3878,M,Arrienda, $ 19.390.000 
1512,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,52,3878,M,Arrienda, $ 19.390.000 
480,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,38,3872,F,Arrienda, $ 19.360.000 
1479,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,38,3872,F,Arrienda, $ 19.360.000 
1039,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,32,3868,F,Arrienda, $ 19.340.000 
40,Aumenta Cupo,23,Buen Cliente,Dependiente,Soltero,32,3868,F,Arrienda, $ 19.340.000 
483,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,31,3863,M,Propia, $ 19.315.000 
1482,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,31,3863,M,Propia, $ 19.315.000 
234,Disminuye Cupo,30,Buen Cliente,Dependiente,Casado,33,3857,M,Arrienda, $ 19.285.000 
1233,Disminuye Cupo,30,Buen Cliente,Dependiente,Casado,33,3857,M,Arrienda, $ 19.285.000 
562,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,28,3850,M,Propia, $ 19.250.000 
1561,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,28,3850,M,Propia, $ 19.250.000 
1826,Mantiene Cupo,48,Mal Cliente,Independiente,Casado,58,3844,M,Propia, $ 19.220.000 
141,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,37,3835,F,Arrienda, $ 19.175.000 
1140,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,37,3835,F,Arrienda, $ 19.175.000 
514,Mantiene Cupo,30,Buen Cliente,Dependiente,Soltero,43,3832,F,Propia, $ 19.160.000 
1513,Mantiene Cupo,30,Buen Cliente,Dependiente,Soltero,43,3832,F,Propia, $ 19.160.000 
142,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,52,3832,M,Propia, $ 19.160.000 
1141,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,52,3832,M,Propia, $ 19.160.000 
463,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,28,3812,F,Arrienda, $ 19.060.000 
1462,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,28,3812,F,Arrienda, $ 19.060.000 
831,Mantiene Cupo,36,Mal Cliente,Dependiente,Casado,36,3804,F,Arrienda, $ 19.020.000 
1830,Mantiene Cupo,36,Mal Cliente,Dependiente,Casado,36,3804,F,Arrienda, $ 19.020.000 
487,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,44,3780,M,Arrienda, $ 18.900.000 
1486,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,44,3780,M,Arrienda, $ 18.900.000 
101,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,3777,M,Propia, $ 18.885.000 
1100,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,3777,M,Propia, $ 18.885.000 
205,Disminuye Cupo,21,Buen Cliente,Independiente,Casado,52,3763,M,Propia, $ 18.815.000 
1204,Disminuye Cupo,21,Buen Cliente,Independiente,Casado,52,3763,M,Propia, $ 18.815.000 
10,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,33,3758,F,Arrienda, $ 18.790.000 
1009,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,33,3758,F,Arrienda, $ 18.790.000 
711,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,3757,F,Arrienda, $ 18.785.000 
1710,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,3757,F,Arrienda, $ 18.785.000 
303,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,50,3749,F,Arrienda, $ 18.745.000 
1302,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,50,3749,F,Arrienda, $ 18.745.000 
192,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,46,3711,F,Propia, $ 18.555.000 
1191,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,46,3711,F,Propia, $ 18.555.000 
21,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,32,3676,M,Propia, $ 18.380.000 
1020,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,32,3676,M,Propia, $ 18.380.000 
279,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,31,3660,F,Arrienda, $ 18.300.000 
1278,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,31,3660,F,Arrienda, $ 18.300.000 
222,Mantiene Cupo,30,Mal Cliente,Dependiente,Casado,37,3656,M,Propia, $ 18.280.000 
1221,Mantiene Cupo,30,Mal Cliente,Dependiente,Casado,37,3656,M,Propia, $ 18.280.000 
278,Mantiene Cupo,21,Buen Cliente,Independiente,Casado,62,3652,M,Propia, $ 18.260.000 
1277,Mantiene Cupo,21,Buen Cliente,Independiente,Casado,62,3652,M,Propia, $ 18.260.000 
86,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,60,3651,M,Propia, $ 18.255.000 
1085,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,60,3651,M,Propia, $ 18.255.000 
381,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,32,3650,F,Arrienda, $ 18.250.000 
1380,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,32,3650,F,Arrienda, $ 18.250.000 
257,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,36,3643,F,Arrienda, $ 18.215.000 
1256,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,36,3643,F,Arrienda, $ 18.215.000 
342,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,34,3632,F,Arrienda, $ 18.160.000 
1341,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,34,3632,F,Arrienda, $ 18.160.000 
704,Disminuye Cupo,30,Buen Cliente,Dependiente,Soltero,30,3622,F,Arrienda, $ 18.110.000 
1703,Disminuye Cupo,30,Buen Cliente,Dependiente,Soltero,30,3622,F,Arrienda, $ 18.110.000 
583,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,35,3621,M,Propia, $ 18.105.000 
1582,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,35,3621,M,Propia, $ 18.105.000 
588,Disminuye Cupo,36,Mal Cliente,Dependiente,Casado,56,3620,M,Propia, $ 18.100.000 
1587,Disminuye Cupo,36,Mal Cliente,Dependiente,Casado,56,3620,M,Propia, $ 18.100.000 
707,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,48,3617,M,Propia, $ 18.085.000 
1706,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,48,3617,M,Propia, $ 18.085.000 
160,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,43,3617,M,Propia, $ 18.085.000 
1159,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,43,3617,M,Propia, $ 18.085.000 
488,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,57,3612,F,Arrienda, $ 18.060.000 
1487,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,57,3612,F,Arrienda, $ 18.060.000 
200,Aumenta Cupo,41,Mal Cliente,Independiente,Soltero,51,3609,F,Arrienda, $ 18.045.000 
1199,Aumenta Cupo,41,Mal Cliente,Independiente,Soltero,51,3609,F,Arrienda, $ 18.045.000 
382,Disminuye Cupo,21,Buen Cliente,Dependiente,Soltero,36,3599,F,Arrienda, $ 17.995.000 
1381,Disminuye Cupo,21,Buen Cliente,Dependiente,Soltero,36,3599,F,Arrienda, $ 17.995.000 
254,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,34,3595,M,Propia, $ 17.975.000 
1253,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,34,3595,M,Propia, $ 17.975.000 
694,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,3594,F,Arrienda, $ 17.970.000 
1693,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,3594,F,Arrienda, $ 17.970.000 
440,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,53,3590,F,Propia, $ 17.950.000 
1439,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,53,3590,F,Propia, $ 17.950.000 
624,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,60,3590,M,Propia, $ 17.950.000 
1623,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,60,3590,M,Propia, $ 17.950.000 
63,Aumenta Cupo,57,Mal Cliente,Dependiente,Soltero,28,3578,M,Propia, $ 17.890.000 
1062,Aumenta Cupo,23,Mal Cliente,Dependiente,Soltero,28,3578,M,Propia, $ 17.890.000 
344,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,34,3577,M,Propia, $ 17.885.000 
1343,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,34,3577,M,Propia, $ 17.885.000 
97,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,3573,F,Arrienda, $ 17.865.000 
1096,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,3573,F,Arrienda, $ 17.865.000 
277,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,37,3568,F,Arrienda, $ 17.840.000 
1276,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,37,3568,F,Arrienda, $ 17.840.000 
1229,Mantiene Cupo,43,Mal Cliente,Independiente,Casado,47,3566,M,Propia, $ 17.830.000 
230,Mantiene Cupo,6,Mal Cliente,Independiente,Casado,47,3566,M,Propia, $ 17.830.000 
291,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,34,3565,M,Propia, $ 17.825.000 
1290,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,34,3565,M,Propia, $ 17.825.000 
29,Aumenta Cupo,15,Buen Cliente,Independiente,Casado,49,3556,M,Propia, $ 17.780.000 
1028,Aumenta Cupo,15,Buen Cliente,Independiente,Casado,49,3556,M,Propia, $ 17.780.000 
921,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,35,3552,M,Propia, $ 17.760.000 
1920,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,35,3552,M,Propia, $ 17.760.000 
32,Aumenta Cupo,38,Mal Cliente,Independiente,Casado,29,3535,M,Propia, $ 17.675.000 
1031,Aumenta Cupo,36,Mal Cliente,Independiente,Casado,29,3535,M,Propia, $ 17.675.000 
490,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,34,3527,M,Propia, $ 17.635.000 
1489,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,34,3527,M,Propia, $ 17.635.000 
715,Aumenta Cupo,6,Buen Cliente,Independiente,Casado,56,3518,M,Propia, $ 17.590.000 
1714,Aumenta Cupo,6,Buen Cliente,Independiente,Casado,56,3518,M,Propia, $ 17.590.000 
154,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,37,3512,M,Propia, $ 17.560.000 
1153,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,37,3512,M,Propia, $ 17.560.000 
589,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,45,3509,F,Arrienda, $ 17.545.000 
1588,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,45,3509,F,Arrienda, $ 17.545.000 
354,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,3499,F,Arrienda, $ 17.495.000 
1353,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,3499,F,Arrienda, $ 17.495.000 
574,Mantiene Cupo,30,Mal Cliente,Dependiente,Casado,59,3496,M,Propia, $ 17.480.000 
1573,Mantiene Cupo,30,Mal Cliente,Dependiente,Casado,59,3496,M,Propia, $ 17.480.000 
1245,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,36,3488,F,Arrienda, $ 17.440.000 
246,Aumenta Cupo,23,Buen Cliente,Dependiente,Soltero,36,3488,F,Arrienda, $ 17.440.000 
561,Aumenta Cupo,20,Buen Cliente,Independiente,Casado,29,3485,M,Arrienda, $ 17.425.000 
1560,Aumenta Cupo,20,Buen Cliente,Independiente,Casado,29,3485,M,Arrienda, $ 17.425.000 
260,Aumenta Cupo,5,Buen Cliente,Independiente,Casado,38,3448,M,Propia, $ 17.240.000 
1259,Aumenta Cupo,5,Buen Cliente,Independiente,Casado,38,3448,M,Propia, $ 17.240.000 
276,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,35,3447,F,Arrienda, $ 17.235.000 
1275,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,35,3447,F,Arrienda, $ 17.235.000 
577,Disminuye Cupo,64,Buen Cliente,Dependiente,Casado,46,3446,M,Propia, $ 17.230.000 
1576,Disminuye Cupo,36,Buen Cliente,Dependiente,Casado,46,3446,M,Propia, $ 17.230.000 
958,Mantiene Cupo,30,Buen Cliente,Dependiente,Casado,49,3441,F,Arrienda, $ 17.205.000 
1957,Mantiene Cupo,30,Buen Cliente,Dependiente,Casado,49,3441,F,Arrienda, $ 17.205.000 
1187,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,38,3430,M,Propia, $ 17.150.000 
188,Aumenta Cupo,23,Buen Cliente,Dependiente,Casado,38,3430,M,Propia, $ 17.150.000 
477,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,55,3422,M,Propia, $ 17.110.000 
1476,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,55,3422,M,Propia, $ 17.110.000 
376,Disminuye Cupo,27,Buen Cliente,Dependiente,Casado,36,3416,M,Propia, $ 17.080.000 
1375,Disminuye Cupo,27,Buen Cliente,Dependiente,Casado,36,3416,M,Propia, $ 17.080.000 
925,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,31,3414,M,Propia, $ 17.070.000 
1924,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,31,3414,M,Propia, $ 17.070.000 
75,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,32,3399,M,Propia, $ 16.995.000 
1074,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,32,3399,M,Propia, $ 16.995.000 
7,Disminuye Cupo,8,Buen Cliente,Independiente,Casado,32,3398,M,Propia, $ 16.990.000 
1006,Disminuye Cupo,8,Buen Cliente,Independiente,Casado,32,3398,M,Propia, $ 16.990.000 
712,Disminuye Cupo,42,Buen Cliente,Dependiente,Casado,42,3394,M,Propia, $ 16.970.000 
1711,Disminuye Cupo,42,Buen Cliente,Dependiente,Casado,42,3394,M,Propia, $ 16.970.000 
980,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,32,3386,M,Propia, $ 16.930.000 
1979,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,32,3386,M,Propia, $ 16.930.000 
778,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,59,3384,M,Arrienda, $ 16.920.000 
1777,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,59,3384,M,Arrienda, $ 16.920.000 
537,Aumenta Cupo,4,Buen Cliente,Independiente,Soltero,33,3380,F,Arrienda, $ 16.900.000 
1536,Aumenta Cupo,4,Buen Cliente,Independiente,Soltero,33,3380,F,Arrienda, $ 16.900.000 
39,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,37,3378,M,Propia, $ 16.890.000 
1038,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,37,3378,M,Propia, $ 16.890.000 
733,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,41,3368,M,Propia, $ 16.840.000 
1732,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,41,3368,M,Propia, $ 16.840.000 
285,Disminuye Cupo,21,Buen Cliente,Dependiente,Soltero,44,3357,F,Arrienda, $ 16.785.000 
1284,Disminuye Cupo,21,Buen Cliente,Dependiente,Soltero,44,3357,F,Arrienda, $ 16.785.000 
521,Aumenta Cupo,36,Buen Cliente,Dependiente,Casado,33,3349,F,Arrienda, $ 16.745.000 
1520,Aumenta Cupo,36,Buen Cliente,Dependiente,Casado,33,3349,F,Arrienda, $ 16.745.000 
857,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,31,3349,M,Propia, $ 16.745.000 
1856,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,31,3349,M,Propia, $ 16.745.000 
1808,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,58,3345,M,Propia, $ 16.725.000 
809,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,58,3345,M,Propia, $ 16.725.000 
164,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,50,3343,M,Propia, $ 16.715.000 
1163,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,50,3343,M,Propia, $ 16.715.000 
82,Aumenta Cupo,36,Mal Cliente,Dependiente,Casado,42,3342,M,Propia, $ 16.710.000 
1081,Aumenta Cupo,36,Mal Cliente,Dependiente,Casado,42,3342,M,Propia, $ 16.710.000 
492,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,54,3331,M,Propia, $ 16.655.000 
1491,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,54,3331,M,Propia, $ 16.655.000 
77,Aumenta Cupo,21,Buen Cliente,Dependiente,Casado,30,3275,M,Propia, $ 16.375.000 
1076,Aumenta Cupo,21,Buen Cliente,Dependiente,Casado,30,3275,M,Propia, $ 16.375.000 
635,Disminuye Cupo,36,Mal Cliente,Independiente,Casado,29,3249,M,Propia, $ 16.245.000 
1634,Disminuye Cupo,36,Mal Cliente,Independiente,Casado,29,3249,M,Propia, $ 16.245.000 
540,Mantiene Cupo,18,Mal Cliente,Dependiente,Casado,37,3244,F,Arrienda, $ 16.220.000 
1539,Mantiene Cupo,18,Mal Cliente,Dependiente,Casado,37,3244,F,Arrienda, $ 16.220.000 
176,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,3235,M,Arrienda, $ 16.175.000 
1175,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,3235,M,Arrienda, $ 16.175.000 
964,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,36,3234,F,Arrienda, $ 16.170.000 
1963,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,36,3234,F,Arrienda, $ 16.170.000 
343,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,44,3229,M,Propia, $ 16.145.000 
1342,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,44,3229,M,Propia, $ 16.145.000 
18,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,32,3213,F,Propia, $ 16.065.000 
1017,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,32,3213,F,Propia, $ 16.065.000 
430,Mantiene Cupo,9,Buen Cliente,Independiente,Soltero,47,3195,F,Arrienda, $ 15.975.000 
1429,Mantiene Cupo,9,Buen Cliente,Independiente,Soltero,47,3195,F,Arrienda, $ 15.975.000 
814,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,38,3190,F,Arrienda, $ 15.950.000 
1813,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,38,3190,F,Arrienda, $ 15.950.000 
515,Aumenta Cupo,15,Buen Cliente,Independiente,Soltero,42,3186,F,Arrienda, $ 15.930.000 
1514,Aumenta Cupo,15,Buen Cliente,Independiente,Soltero,42,3186,F,Arrienda, $ 15.930.000 
404,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,28,3181,F,Arrienda, $ 15.905.000 
1403,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,28,3181,F,Arrienda, $ 15.905.000 
927,Disminuye Cupo,24,Mal Cliente,Independiente,Casado,36,3161,M,Propia, $ 15.805.000 
1926,Disminuye Cupo,24,Mal Cliente,Independiente,Casado,36,3161,M,Propia, $ 15.805.000 
59,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,53,3160,M,Propia, $ 15.800.000 
1058,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,53,3160,M,Propia, $ 15.800.000 
636,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,37,3149,M,Propia, $ 15.745.000 
1635,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,37,3149,M,Propia, $ 15.745.000 
140,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,36,3148,M,Propia, $ 15.740.000 
1139,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,36,3148,M,Propia, $ 15.740.000 
22,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,41,3124,M,Propia, $ 15.620.000 
1021,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,41,3124,M,Propia, $ 15.620.000 
887,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,30,3123,F,Arrienda, $ 15.615.000 
1886,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,30,3123,F,Arrienda, $ 15.615.000 
905,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,36,3114,F,Arrienda, $ 15.570.000 
1904,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,36,3114,F,Arrienda, $ 15.570.000 
619,Disminuye Cupo,52,Buen Cliente,Dependiente,Casado,57,3108,M,Arrienda, $ 15.540.000 
1618,Disminuye Cupo,30,Buen Cliente,Dependiente,Casado,57,3108,M,Arrienda, $ 15.540.000 
478,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,36,3105,M,Propia, $ 15.525.000 
1477,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,36,3105,M,Propia, $ 15.525.000 
493,Disminuye Cupo,18,Mal Cliente,Independiente,Casado,48,3104,M,Propia, $ 15.520.000 
1492,Disminuye Cupo,18,Mal Cliente,Independiente,Casado,48,3104,M,Propia, $ 15.520.000 
960,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,31,3092,F,Propia, $ 15.460.000 
1959,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,31,3092,F,Propia, $ 15.460.000 
60,Aumenta Cupo,36,Mal Cliente,Independiente,Casado,47,3079,M,Propia, $ 15.395.000 
1059,Aumenta Cupo,36,Mal Cliente,Independiente,Casado,47,3079,M,Propia, $ 15.395.000 
341,Aumenta Cupo,30,Mal Cliente,Dependiente,Casado,57,3077,M,Propia, $ 15.385.000 
1340,Aumenta Cupo,30,Mal Cliente,Dependiente,Casado,57,3077,M,Propia, $ 15.385.000 
67,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,48,3077,M,Propia, $ 15.385.000 
1066,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,48,3077,M,Propia, $ 15.385.000 
304,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,45,3074,M,Propia, $ 15.370.000 
1303,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,45,3074,M,Propia, $ 15.370.000 
610,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,40,3069,M,Propia, $ 15.345.000 
1609,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,40,3069,M,Propia, $ 15.345.000 
120,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,3062,M,Propia, $ 15.310.000 
1119,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,3062,M,Propia, $ 15.310.000 
1760,Mantiene Cupo,49,Buen Cliente,Dependiente,Soltero,39,3060,M,Propia, $ 15.300.000 
761,Mantiene Cupo,0,Buen Cliente,Dependiente,Soltero,39,3060,M,Propia, $ 15.300.000 
742,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,32,3059,M,Arrienda, $ 15.295.000 
1741,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,32,3059,M,Arrienda, $ 15.295.000 
1870,Disminuye Cupo,48,Buen Cliente,Dependiente,Casado,34,3051,M,Propia, $ 15.255.000 
871,Disminuye Cupo,2,Buen Cliente,Dependiente,Casado,34,3051,M,Propia, $ 15.255.000 
689,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,35,3049,F,Arrienda, $ 15.245.000 
1688,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,35,3049,F,Arrienda, $ 15.245.000 
1850,Mantiene Cupo,0,Buen Cliente,Dependiente,Casado,52,3031,M,Propia, $ 15.155.000 
391,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,29,3029,M,Propia, $ 15.145.000 
1390,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,29,3029,M,Propia, $ 15.145.000 
370,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,34,3021,M,Arrienda, $ 15.105.000 
1369,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,34,3021,M,Arrienda, $ 15.105.000 
31,Mantiene Cupo,30,Buen Cliente,Dependiente,Casado,38,3017,M,Propia, $ 15.085.000 
1030,Mantiene Cupo,30,Buen Cliente,Dependiente,Casado,38,3017,M,Propia, $ 15.085.000 
590,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,37,3017,F,Arrienda, $ 15.085.000 
1589,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,37,3017,F,Arrienda, $ 15.085.000 
318,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,32,3016,F,Propia, $ 15.080.000 
1317,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,32,3016,F,Propia, $ 15.080.000 
482,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,3001,F,Arrienda, $ 15.005.000 
1481,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,3001,F,Arrienda, $ 15.005.000 
743,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,51,2996,F,Propia, $ 14.980.000 
1742,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,51,2996,F,Propia, $ 14.980.000 
723,Aumenta Cupo,21,Buen Cliente,Dependiente,Casado,33,2993,M,Propia, $ 14.965.000 
1722,Aumenta Cupo,21,Buen Cliente,Dependiente,Casado,33,2993,M,Propia, $ 14.965.000 
92,Mantiene Cupo,30,Mal Cliente,Dependiente,Soltero,39,2991,F,Arrienda, $ 14.955.000 
1091,Mantiene Cupo,30,Mal Cliente,Dependiente,Soltero,39,2991,F,Arrienda, $ 14.955.000 
